"Kod";"Nazwa";"Dochody";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1432000;"Powiat warszawski zachodni";"ogółem";"2015";122422080,81;"zł";"";
1432000;"Powiat warszawski zachodni";"ogółem";"2016";135875193,65;"zł";"";
1432000;"Powiat warszawski zachodni";"ogółem";"2017";135816199,03;"zł";"";
1432000;"Powiat warszawski zachodni";"ogółem";"2018";155372047,74;"zł";"";
1433000;"Powiat węgrowski";"ogółem";"2014";61966239,33;"zł";"";
1433000;"Powiat węgrowski";"ogółem";"2015";64174830,75;"zł";"";
1433000;"Powiat węgrowski";"ogółem";"2016";66876350,62;"zł";"";
1433000;"Powiat węgrowski";"ogółem";"2017";74295660,48;"zł";"";
1433000;"Powiat węgrowski";"ogółem";"2018";77423598,13;"zł";"";
1434000;"Powiat wołomiński";"ogółem";"2014";164665699,38;"zł";"";
1434000;"Powiat wołomiński";"ogółem";"2015";162062622,70;"zł";"";
1434000;"Powiat wołomiński";"ogółem";"2016";182727698,58;"zł";"";
1434000;"Powiat wołomiński";"ogółem";"2017";202687524,88;"zł";"";
1434000;"Powiat wołomiński";"ogółem";"2018";212359620,45;"zł";"";
1435000;"Powiat wyszkowski";"ogółem";"2014";88674840,47;"zł";"";
1435000;"Powiat wyszkowski";"ogółem";"2015";85166363,72;"zł";"";
1435000;"Powiat wyszkowski";"ogółem";"2016";84038988,25;"zł";"";
1435000;"Powiat wyszkowski";"ogółem";"2017";85007461,76;"zł";"";
1435000;"Powiat wyszkowski";"ogółem";"2018";95832922,00;"zł";"";
1436000;"Powiat zwoleński";"ogółem";"2014";37902744,26;"zł";"";
1436000;"Powiat zwoleński";"ogółem";"2015";34430545,84;"zł";"";
1436000;"Powiat zwoleński";"ogółem";"2016";33115395,69;"zł";"";
1436000;"Powiat zwoleński";"ogółem";"2017";43310896,00;"zł";"";
1436000;"Powiat zwoleński";"ogółem";"2018";38216006,63;"zł";"";
1437000;"Powiat żuromiński";"ogółem";"2014";40793002,46;"zł";"";
1437000;"Powiat żuromiński";"ogółem";"2015";40257705,29;"zł";"";
1437000;"Powiat żuromiński";"ogółem";"2016";39088162,77;"zł";"";
1437000;"Powiat żuromiński";"ogółem";"2017";42318455,28;"zł";"";
1437000;"Powiat żuromiński";"ogółem";"2018";45558997,24;"zł";"";
1438000;"Powiat żyrardowski";"ogółem";"2014";58933903,65;"zł";"";
1438000;"Powiat żyrardowski";"ogółem";"2015";61994440,87;"zł";"";
1438000;"Powiat żyrardowski";"ogółem";"2016";65835917,07;"zł";"";
1438000;"Powiat żyrardowski";"ogółem";"2017";67111987,81;"zł";"";
1438000;"Powiat żyrardowski";"ogółem";"2018";76755305,95;"zł";"";
1601000;"Powiat brzeski";"ogółem";"2014";78831263,72;"zł";"";
1601000;"Powiat brzeski";"ogółem";"2015";76900251,54;"zł";"";
1601000;"Powiat brzeski";"ogółem";"2016";84840892,32;"zł";"";
1601000;"Powiat brzeski";"ogółem";"2017";82514156,75;"zł";"";
1601000;"Powiat brzeski";"ogółem";"2018";94900883,80;"zł";"";
1602000;"Powiat głubczycki";"ogółem";"2014";62352387,04;"zł";"";
1602000;"Powiat głubczycki";"ogółem";"2015";58137950,10;"zł";"";
1602000;"Powiat głubczycki";"ogółem";"2016";60739469,18;"zł";"";
1602000;"Powiat głubczycki";"ogółem";"2017";67145524,60;"zł";"";
1602000;"Powiat głubczycki";"ogółem";"2018";74098530,18;"zł";"";
1603000;"Powiat kędzierzyńsko-kozielski";"ogółem";"2014";96530049,57;"zł";"";
1603000;"Powiat kędzierzyńsko-kozielski";"ogółem";"2015";90981375,95;"zł";"";
1603000;"Powiat kędzierzyńsko-kozielski";"ogółem";"2016";92284775,87;"zł";"";
1603000;"Powiat kędzierzyńsko-kozielski";"ogółem";"2017";93331506,80;"zł";"";
1603000;"Powiat kędzierzyńsko-kozielski";"ogółem";"2018";95124442,78;"zł";"";
1604000;"Powiat kluczborski";"ogółem";"2014";72026541,50;"zł";"";
1604000;"Powiat kluczborski";"ogółem";"2015";67523180,62;"zł";"";
1604000;"Powiat kluczborski";"ogółem";"2016";76134209,53;"zł";"";
1604000;"Powiat kluczborski";"ogółem";"2017";70883695,65;"zł";"";
1604000;"Powiat kluczborski";"ogółem";"2018";85250489,10;"zł";"";
1605000;"Powiat krapkowicki";"ogółem";"2014";41500699,88;"zł";"";
1605000;"Powiat krapkowicki";"ogółem";"2015";42459513,37;"zł";"";
1605000;"Powiat krapkowicki";"ogółem";"2016";42374531,05;"zł";"";
1605000;"Powiat krapkowicki";"ogółem";"2017";43758291,35;"zł";"";
1605000;"Powiat krapkowicki";"ogółem";"2018";48020032,27;"zł";"";
1606000;"Powiat namysłowski";"ogółem";"2014";46240679,37;"zł";"";
1606000;"Powiat namysłowski";"ogółem";"2015";45374538,46;"zł";"";
1606000;"Powiat namysłowski";"ogółem";"2016";45806745,72;"zł";"";
1606000;"Powiat namysłowski";"ogółem";"2017";46963219,01;"zł";"";
1606000;"Powiat namysłowski";"ogółem";"2018";55701420,03;"zł";"";
1607000;"Powiat nyski";"ogółem";"2014";122059264,48;"zł";"";
1607000;"Powiat nyski";"ogółem";"2015";121004646,66;"zł";"";
1607000;"Powiat nyski";"ogółem";"2016";121226764,36;"zł";"";
1607000;"Powiat nyski";"ogółem";"2017";128782452,42;"zł";"";
1607000;"Powiat nyski";"ogółem";"2018";146286662,72;"zł";"";
1608000;"Powiat oleski";"ogółem";"2014";56563594,11;"zł";"";
1608000;"Powiat oleski";"ogółem";"2015";55577612,35;"zł";"";
1608000;"Powiat oleski";"ogółem";"2016";58890804,16;"zł";"";
1608000;"Powiat oleski";"ogółem";"2017";63459589,49;"zł";"";
1608000;"Powiat oleski";"ogółem";"2018";63608257,74;"zł";"";
1609000;"Powiat opolski";"ogółem";"2014";76919797,71;"zł";"";
1609000;"Powiat opolski";"ogółem";"2015";82260482,87;"zł";"";
1609000;"Powiat opolski";"ogółem";"2016";79122739,63;"zł";"";
1609000;"Powiat opolski";"ogółem";"2017";81452613,81;"zł";"";
1609000;"Powiat opolski";"ogółem";"2018";80895335,95;"zł";"";
1610000;"Powiat prudnicki";"ogółem";"2014";51794526,88;"zł";"";
1610000;"Powiat prudnicki";"ogółem";"2015";55618851,28;"zł";"";
1610000;"Powiat prudnicki";"ogółem";"2016";52741969,16;"zł";"";
1610000;"Powiat prudnicki";"ogółem";"2017";54765182,46;"zł";"";
1610000;"Powiat prudnicki";"ogółem";"2018";64230309,54;"zł";"";
1611000;"Powiat strzelecki";"ogółem";"2014";67648413,25;"zł";"";
1611000;"Powiat strzelecki";"ogółem";"2015";69072536,88;"zł";"";
1611000;"Powiat strzelecki";"ogółem";"2016";68552837,60;"zł";"";
1611000;"Powiat strzelecki";"ogółem";"2017";73692931,07;"zł";"";
1611000;"Powiat strzelecki";"ogółem";"2018";82067549,68;"zł";"";
1801000;"Powiat bieszczadzki";"ogółem";"2014";38073971,56;"zł";"";
1801000;"Powiat bieszczadzki";"ogółem";"2015";30229232,94;"zł";"";
1801000;"Powiat bieszczadzki";"ogółem";"2016";28834847,39;"zł";"";
1801000;"Powiat bieszczadzki";"ogółem";"2017";36577815,13;"zł";"";
1801000;"Powiat bieszczadzki";"ogółem";"2018";42926445,59;"zł";"";
1802000;"Powiat brzozowski";"ogółem";"2014";59286223,67;"zł";"";
1802000;"Powiat brzozowski";"ogółem";"2015";57507406,71;"zł";"";
1802000;"Powiat brzozowski";"ogółem";"2016";55630722,03;"zł";"";
1802000;"Powiat brzozowski";"ogółem";"2017";60781521,17;"zł";"";
1802000;"Powiat brzozowski";"ogółem";"2018";61218096,41;"zł";"";
1803000;"Powiat dębicki";"ogółem";"2014";109764842,08;"zł";"";
1803000;"Powiat dębicki";"ogółem";"2015";111289200,34;"zł";"";
1803000;"Powiat dębicki";"ogółem";"2016";119237479,94;"zł";"";
1803000;"Powiat dębicki";"ogółem";"2017";125785690,86;"zł";"";
1803000;"Powiat dębicki";"ogółem";"2018";148782294,68;"zł";"";
1804000;"Powiat jarosławski";"ogółem";"2014";144813758,83;"zł";"";
1804000;"Powiat jarosławski";"ogółem";"2015";135358314,68;"zł";"";
1804000;"Powiat jarosławski";"ogółem";"2016";145869645,91;"zł";"";
1804000;"Powiat jarosławski";"ogółem";"2017";148793412,88;"zł";"";
1804000;"Powiat jarosławski";"ogółem";"2018";168310451,44;"zł";"";
1805000;"Powiat jasielski";"ogółem";"2014";121114427,46;"zł";"";
1805000;"Powiat jasielski";"ogółem";"2015";106329916,73;"zł";"";
1805000;"Powiat jasielski";"ogółem";"2016";106982693,53;"zł";"";
1805000;"Powiat jasielski";"ogółem";"2017";107412694,58;"zł";"";
1805000;"Powiat jasielski";"ogółem";"2018";125137443,88;"zł";"";
1806000;"Powiat kolbuszowski";"ogółem";"2014";42834246,66;"zł";"";
1806000;"Powiat kolbuszowski";"ogółem";"2015";45933512,59;"zł";"";
1806000;"Powiat kolbuszowski";"ogółem";"2016";42490848,82;"zł";"";
1806000;"Powiat kolbuszowski";"ogółem";"2017";48474204,16;"zł";"";
1806000;"Powiat kolbuszowski";"ogółem";"2018";52964955,46;"zł";"";
1807000;"Powiat krośnieński";"ogółem";"2014";77438107,99;"zł";"";
1807000;"Powiat krośnieński";"ogółem";"2015";71073007,83;"zł";"";
1807000;"Powiat krośnieński";"ogółem";"2016";75507620,75;"zł";"";
1807000;"Powiat krośnieński";"ogółem";"2017";94144679,57;"zł";"";
1807000;"Powiat krośnieński";"ogółem";"2018";85655720,94;"zł";"";
1808000;"Powiat leżajski";"ogółem";"2014";81776382,37;"zł";"";
1808000;"Powiat leżajski";"ogółem";"2015";78412133,66;"zł";"";
1808000;"Powiat leżajski";"ogółem";"2016";80023577,89;"zł";"";
1808000;"Powiat leżajski";"ogółem";"2017";101951141,55;"zł";"";
1808000;"Powiat leżajski";"ogółem";"2018";98259355,56;"zł";"";
1809000;"Powiat lubaczowski";"ogółem";"2014";69211888,42;"zł";"";
